rank,arab,exchange_art_url,score
1223,ArabPunkz #1448,https://exchange.art/single/AvY4WZxdky5FNCZrjLCVvzH3Wm9kUXdwVVMe5owVJQ9a,0.00000314719452771765%
1224,ArabPunkz #1722,https://exchange.art/single/ErpR2yaFr1idnHp7w891PUZSC7814MYU5pcETCbbsoXU,0.00000315164004083122%
1225,ArabPunkz #3716,https://exchange.art/single/9bjupXPE24dQUkUYDTJpmx39iRMatynXpcVBYvFF52VL,0.00000315913151135773%
1226,ArabPunkz #983,https://exchange.art/single/DSYoXxFXqEQZnHnGfmpDQMRHx8aYATvwSAHyiAduiDVa,0.00000315958057514128%
1227,ArabPunkz #3099,https://exchange.art/single/2QRA75nMPYQ9jnUpAUzNHuMR1hpAn6G638kF6R3NbCk2,0.00000316351036151410%
1228,ArabPunkz #1398,https://exchange.art/single/GMDnt52kLP384NRTZesLSWrpeyHY7zFNzqN3BMpEWYY8,0.00000317743343648387%
1229,ArabPunkz #2442,https://exchange.art/single/4m1Qy5te4yMPCDUVjD5SoVB7RTKkC3U2kacHb98jWxD6,0.00000318048924887493%
1230,ArabPunkz #1158,https://exchange.art/single/DdKcPoVnVzE6ZAQReFZKt6ytgiFfpMv6jYS6GiryvgPh,0.00000318293810674551%
1231,ArabPunkz #1570,https://exchange.art/single/F1zHqpHHWdp5EJa6g7AasBo2cqjgku4sWYMdHvRuBg8y,0.00000319176072954641%
1232,ArabPunkz #4769,https://exchange.art/single/4K5jaUPtpnLpkbsP5UGrNeWtLxpCVo9orpXqRbM8QqF1,0.00000319246421734870%
1233,ArabPunkz #3627,https://exchange.art/single/J7wjjJHcj3bTX28TDhaSaTwggkYsHcbWiK87spo2cXsj,0.00000319709360660518%
1234,ArabPunkz #176,https://exchange.art/single/B5q84MXipoxkC2EDVtewbH2UbyAGge1PRXfpSm4HPAtA,0.00000319994232525175%
1235,ArabPunkz #3772,https://exchange.art/single/2wEj1x4U3LJgG2tDW82DKKYiDZ69nv6JEPG21u1rk4eh,0.00000320813535284937%
1236,ArabPunkz #4435,https://exchange.art/single/BVC33WTNSwmJDiRbx5ZTZ3m4by16QRwnnLdsMcveoBzA,0.00000321661760477112%
1237,ArabPunkz #4723,https://exchange.art/single/CCtniE9UxmTmAb66Ydc719CBji6jojdZcNGwuSjAWKj9,0.00000322150802024651%
1238,ArabPunkz #1317,https://exchange.art/single/9CfcrYp97NcybZGVy18XGBsg5V67y52pFwQLE23b97PT,0.00000322467743394308%
1239,ArabPunkz #4383,https://exchange.art/single/Fw54fvrSf3jjJEYE5syXhJtb9z3uLZki9Edwpjj54egP,0.00000322838025063188%
1240,ArabPunkz #2809,https://exchange.art/single/HFocse1ai7z2t5hnsP4edL42Za2RbjfNNync4iugjoSA,0.00000323301808628773%
1241,ArabPunkz #3090,https://exchange.art/single/7nZAnbj7v7pyhDcJoE9FExHdzQw81mdLTa1SS5nyJf6x,0.00000323471751732990%
1242,ArabPunkz #451,https://exchange.art/single/3nYVK1W1uvh4DdcDdfreu8Bkzg1nMvF2jDRb895YNip7,0.00000323484989365111%
1243,ArabPunkz #3535,https://exchange.art/single/Gzq4qfSNgidErB4u2YrYL4CDNG2R871RXJkSNpHMdTBY,0.00000324009112427671%
1244,ArabPunkz #3049,https://exchange.art/single/5LoirifmUwbUmLrpGk1y5cuQVFttKoDg5EDC1WKzciof,0.00000324020103773873%
1245,ArabPunkz #4062,https://exchange.art/single/6N1owxm5jW4fRnGg7RHfajfWwiKNZeyHYNnzUtPhxUha,0.00000324074850282779%
1246,ArabPunkz #2975,https://exchange.art/single/DYYBRFXxDjG5jrg5HRD6ApZmBJqYPUDGVEWpvRREctMv,0.00000324654017575442%
1247,ArabPunkz #1991,https://exchange.art/single/5E4pKxpbmXeh13D7RfM97zbnKayghVzvadyYPcS3CWJo,0.00000325515675645039%
1248,ArabPunkz #219,https://exchange.art/single/GTu71y8uSxoNDyUWhsruVKdpfEQkHrybf5e533b2TmLV,0.00000326270188574221%
1249,ArabPunkz #2114,https://exchange.art/single/AfzexmobcgzNv6gizZGVH9jL5MpjQBwrDFst4BdwMBp4,0.00000326972988120955%
1250,ArabPunkz #2147,https://exchange.art/single/BeMszHTPXqc6nyea5Rswape3n4MWvmU2mwk41R4sgugG,0.00000326983121520225%
1251,ArabPunkz #3837,https://exchange.art/single/BBFR1MnNKCubKgXVr7EBcLo92jnEyg5jC24GaJe6xgGb,0.00000327874891026421%
1252,ArabPunkz #3652,https://exchange.art/single/5k6mJWVNrzte2pRJkyWUBVvWzgy1eKZxwzELN2iecnKU,0.00000328102530750097%
1253,ArabPunkz #4888,https://exchange.art/single/9ncy433gKhw5uzjH7UcxZQJbBk8YgxDyLNhBkFiKN8JW,0.00000328425480522530%
1254,ArabPunkz #3524,https://exchange.art/single/4pxXbZZFx7FQri5s2yiuRY1aVn5Qhv4ikzfYg43buLa3,0.00000329430242707764%
1255,ArabPunkz #644,https://exchange.art/single/9v3qW1LaZAMf4Ke9WMTmhSbE732LvX61BE4jvqJGCuQM,0.00000330102449609421%
1256,ArabPunkz #1930,https://exchange.art/single/RKqgKDaYSRHAA3n87JLCiq8fjdMU93LkMtg17HBLzFP,0.00000330534741300479%
1257,ArabPunkz #931,https://exchange.art/single/AiT67yiwQx4an3jYifeXGmWK8Q5FZ3fuw1JQajxFqkpV,0.00000330818018036540%
1258,ArabPunkz #4196,https://exchange.art/single/2dhWBYKUNXnjsTAC7x68SKvL69EXDuhWhsoevpA1Nc9a,0.00000331014098347706%
1259,ArabPunkz #673,https://exchange.art/single/BDbcVRbT8mbnGyKmipPH5mjTgZY7UxvDtEnUbTrThLMw,0.00000331262521272454%
1260,ArabPunkz #2685,https://exchange.art/single/Cd6byKcpbSb1s4fcbiMkQJ7AVtuWGeq4GP1pP5ZsU7fK,0.00000331476099811005%
1261,ArabPunkz #331,https://exchange.art/single/5c1ZnjU22Uc4hnTJ4QvAmVBAYas8ac2QwQ2P2wsG3xFd,0.00000331693027486595%
1262,ArabPunkz #963,https://exchange.art/single/8YVd2T9A7nW2L15YNJeBiY3ET1v2GJt2Pr5xNReAjuwK,0.00000332870083633962%
1263,ArabPunkz #4904,https://exchange.art/single/ANJQ7xKJMFKFoUfR1SRVJWaYfqequck9gj2Zb1PMCaxt,0.00000333144124015581%
1264,ArabPunkz #324,https://exchange.art/single/EaPHLEG7TEuxGhb9w8vsCtcyz9Ay4RrDq1zPLSz1oxC1,0.00000333237715099837%
1265,ArabPunkz #4699,https://exchange.art/single/GnkQE1meavygVDDaLXKFsYEYBFQVRiYaboPwUESozi8e,0.00000333295983628444%
1266,ArabPunkz #830,https://exchange.art/single/3XUxcQShcRjvHzWgev7K51iS5tSgh4Tfp96NzcGYLPvr,0.00000333477179046098%
1267,ArabPunkz #4566,https://exchange.art/single/9PxUPKMEHsJjzZghPzG9ZXfot91imV8UqVneuWGhtx71,0.00000336569656365705%
1268,ArabPunkz #2944,https://exchange.art/single/E7VQ6ZAgi23Co7mZmJ7SSqJuHTbuTi84dqNrjK9fYDGd,0.00000336571460944144%
1269,ArabPunkz #723,https://exchange.art/single/BLzb6Qvqh8ktgzFN1FWYuzG8w5Yk72WR6PC6eye5CAoF,0.00000337450478995284%
1270,ArabPunkz #3584,https://exchange.art/single/8oWoVt9SoyeUsedhTNpeSvGdgyZbhYkJEdSjY6fVicsw,0.00000338308632431562%
1271,ArabPunkz #920,https://exchange.art/single/YhPZqaMGNPrLA5zUD88BwHhEbJyUeaHKwcFJCaEXR7t,0.00000338319748944521%
1272,ArabPunkz #2409,https://exchange.art/single/2vfnnjjyYjhdpWPe4HPr8SvHFEWXxPmKiuz99sHVL9o5,0.00000339335929806300%
1273,ArabPunkz #846,https://exchange.art/single/FncKTMVWdiqWFbLnz1gS75annyeCB24DVdEtaD9R2FQ4,0.00000339791855736523%
1274,ArabPunkz #1840,https://exchange.art/single/3ZyLt2T9MLjMqybM4CXVh2cNYwTUkd1a6aDPhF8Jbtnv,0.00000340102223491642%
1275,ArabPunkz #3859,https://exchange.art/single/6RuRK5XAYUN7qzVuVABc31iD9JU4w9f4S3gasJNg6V9Z,0.00000340108083221536%
1276,ArabPunkz #3818,https://exchange.art/single/FZmVcujwPD1NjARVuPvBU1uHR8A1Y9FfgqgrDs2ykmK7,0.00000340882209529165%
1277,ArabPunkz #463,https://exchange.art/single/BeqAQgE9deDZ2Lue6a3KufQ9sqUF5yanYkWtea1q7hM3,0.00000340909701207091%
1278,ArabPunkz #4635,https://exchange.art/single/AmktdYaQcUm3TWSn5nnzAcu1YaVUrXNZgFVyFxJkWxUY,0.00000340964978969239%
1279,ArabPunkz #2137,https://exchange.art/single/FbyMwTdgxCDqs4pJXJeRTjH3WC9cfaDiUyEfp7CXwxwK,0.00000341349166712859%
1280,ArabPunkz #4876,https://exchange.art/single/32sJnP3kvqJDUjwTv5dSTSFt8MUP2uF72GPJcG6LYNmJ,0.00000341458649459921%
1281,ArabPunkz #4032,https://exchange.art/single/5bwE3kypSAyKrTJwA3iuXCoYmDAm3Q6XqfAk8wYgjop4,0.00000342321389338317%
1282,ArabPunkz #3802,https://exchange.art/single/6WvyHd4ovtK5szUxWCKu9n2CYunzFXXjGrsVrUuP4XmK,0.00000343026400132351%
1283,ArabPunkz #981,https://exchange.art/single/3woLqKxTK6Ka9nsT2hkNFdhg4xN7cWub3idBe78jEtaG,0.00000343126277555543%
1284,ArabPunkz #3246,https://exchange.art/single/5SoSiL313sG3sdjfpbjhSUHNiVn3K8Q4oCokDWqnKG78,0.00000343647251598839%
1285,ArabPunkz #1647,https://exchange.art/single/AHG9iq3RTj6on5ViiJPPzmP1qNNkAD1mB2tuBkMbtwii,0.00000345439847930889%
1286,ArabPunkz #4791,https://exchange.art/single/4UfESvDumRyi7jxrhycCmKk5aSJrzseA9gnZqYKFkAtx,0.00000346449828016541%
1287,ArabPunkz #1416,https://exchange.art/single/9MHu5x1ru6ddo2wBbepowJWqRYmPRHxkNox3cv47KdBM,0.00000346928574285954%
1288,ArabPunkz #3698,https://exchange.art/single/8LQEuyNDoPPdVxN4JJsw5YsHRwGRDZKbjmZmd4vMf1BB,0.00000347051742584261%
1289,ArabPunkz #3390,https://exchange.art/single/8T26bPR7Q5NGAZFHVqyiZvPEthifgsBSEANjToXyE9L8,0.00000348283017147359%
1290,ArabPunkz #4770,https://exchange.art/single/EhvcAdPGaf5fzyZrn9RpjZca4ib3heNwLFd92s7Hv464,0.00000348875730505122%
1291,ArabPunkz #781,https://exchange.art/single/7xCjZt2K5pqcTBndHwcYK4agEu9xF9P2Tt8cRuWHuLRE,0.00000349639567863354%
1292,ArabPunkz #3543,https://exchange.art/single/8Tdz1b1nzMV2aMSSFnXxp741pk43cB49LtGD4jDmGSY2,0.00000349727425549962%
1293,ArabPunkz #2457,https://exchange.art/single/H4z68pFbgbRLRLDvXdBkPj4G2jAHwJkRwnJJ9CtXWkkN,0.00000349890927109591%
1294,ArabPunkz #4956,https://exchange.art/single/ELvPCf2QyGdcDEuz7Wmcbo4JuLAAejKgkmmgWdi1bXn1,0.00000350792613198764%
1295,ArabPunkz #4182,https://exchange.art/single/6J5NWwLjiEtdGApA9duftda1YTUEnEaikVhD4aBFuUHj,0.00000351503927276058%
1296,ArabPunkz #4991,https://exchange.art/single/HKZ4r336uD67gmkYCVtCw9Gpx43TKS73NK9gAhigF4TB,0.00000352060157599664%
1297,ArabPunkz #1556,https://exchange.art/single/BXvpmkcjRLtafV5SiBVnP6mLbg32gUWiCsiZvidJJiUw,0.00000352266026314351%
1298,ArabPunkz #3185,https://exchange.art/single/4GvwmkRUqyZ6hAd1y861SNAgvoVVaToeGRV5dPTDxDef,0.00000352972369574991%
1299,ArabPunkz #3223,https://exchange.art/single/DyqC2WDr9Xe7Prfk87cP6z7A1iTnJZXw9QesaR7FNe5S,0.00000353202591309756%
1300,ArabPunkz #2862,https://exchange.art/single/HPUwqtHLEpRSPHzjpgx8tmP8vBYWa2GFSMQbPFmxQM7B,0.00000353520531987498%
1301,ArabPunkz #1825,https://exchange.art/single/57mCMUsWrfDKan7SyTAQHwtQRkHxhRYLKY1JEj6VHmhS,0.00000354612993786933%
1302,ArabPunkz #4594,https://exchange.art/single/9oMrmnKiHhQ9kNoEGEDj3g1S36BHssBDWLCZepuvZjpn,0.00000355162777334072%
1303,ArabPunkz #4223,https://exchange.art/single/88KaDhB5fhpFqToqAPEyBi1aJkBji3SZfK2fbjWV3SKu,0.00000355707387859349%
1304,ArabPunkz #279,https://exchange.art/single/4VQ3TJDtGxvYStmrJLonHvNJsu64F5rqkZuuhidXGnrL,0.00000356094585525625%
1305,ArabPunkz #70,https://exchange.art/single/DnH4G7RwM3f1mWPcDnEEonMQt9yH7DYw2B6ymuuef9G4,0.00000356219059702396%
1306,ArabPunkz #3979,https://exchange.art/single/DN4VqJcxXP5UZfpAqURr5Ayg2uxmeMWH4FjbQTD1UJdr,0.00000356452597185764%
1307,ArabPunkz #2205,https://exchange.art/single/2xbVKwCR2MwrMw1xr9exsg1FBZvgZw2Cj14DPzc9UVAX,0.00000357393196025139%
1308,ArabPunkz #3361,https://exchange.art/single/95vWNEb41hdJygpnKn7pbgdccqYNUvVej5Htqi2ZEoS2,0.00000357988353893650%
1309,ArabPunkz #4128,https://exchange.art/single/BG8kEi8HPJqM8uCMdT1U8Pksn2LboyzBK5jT543ewjXA,0.00000358554316043398%
1310,ArabPunkz #4726,https://exchange.art/single/Er3rjjYrsmiLYqZvCYEifGLfXE77Qk23Mm4EVVn6i2Mw,0.00000358735360144940%
1311,ArabPunkz #4445,https://exchange.art/single/odegA3wufd2BJ6g9JwjKHgAqXLQ532sf3zLkc685xw4,0.00000358876382583174%
1312,ArabPunkz #408,https://exchange.art/single/GdxcUo6iwVqrrH4MJWku5w4FFsvmUudp2AAQcFXFo4dD,0.00000359920459980372%
1313,ArabPunkz #3308,https://exchange.art/single/HJnCbNMHVZDB5D1MVXqv3MWUi2HivQsiSUbHN2aAHrzC,0.00000360218569427068%
1314,ArabPunkz #8,https://exchange.art/single/DJ1n1MeX3sYrMs5LH4e1GNmb25JZX4Cy4KZdLXSvcAkb,0.00000360520323896663%
1315,ArabPunkz #1208,https://exchange.art/single/CWqn7s8B9AczcYjTgBG5LFB1xurhSbhURJZfFUAwcny1,0.00000361480911056341%
1316,ArabPunkz #1920,https://exchange.art/single/H5SWRSATdcQTs163T7oBbbFGJxxYY91GYaCku9qub39f,0.00000361801113638492%
1317,ArabPunkz #2621,https://exchange.art/single/2m3X5s5PM64z273GEmqCCS9zgLsheu1kKQqDnp46sfnx,0.00000362463624073279%
1318,ArabPunkz #2408,https://exchange.art/single/3JAHHTMR1hV8LL6p7n6qbtQAQchE8X55WJMe2giNFg4s,0.00000363754444966233%
1319,ArabPunkz #3996,https://exchange.art/single/Eoz3KQiiR6sMmXCJ4QjNMHuqWdYVbWySjTrAtZoyfR7o,0.00000363784427015024%
1320,ArabPunkz #1943,https://exchange.art/single/Fng2roBXthoSEGvrAY3iv3bMHWyNDtiKVEvGFTmE5HXE,0.00000363787294361926%
1321,ArabPunkz #779,https://exchange.art/single/BApe9wyJkbsULypbg8urvpJBWPKVZvfh8rzNvv58owLB,0.00000363871818368767%
1322,ArabPunkz #3967,https://exchange.art/single/8Mx2MYZ4321YQHULnvsHhS7Nci9JzU2re93oa1P4SmVK,0.00000365656705243495%
1323,ArabPunkz #4138,https://exchange.art/single/Bjb7o7PVhFH6HsfpHEG1RAFWTt2zYMfBzcdiUQG1BLKu,0.00000365878501666284%
1324,ArabPunkz #1459,https://exchange.art/single/6A9qCW12yzkXFsY1nDY9KeZrSmn9fwh7zoqB75Ls15bA,0.00000365947715505974%
1325,ArabPunkz #1835,https://exchange.art/single/5qSY9GRBYbW11xEiJs5oJqUg3RAsBNtjhviJmCymPtPu,0.00000365983150653923%
1326,ArabPunkz #2112,https://exchange.art/single/HZW6K6F86wo64bqk9jBrnZSaPG8cbHTSui1nAKnNcqDU,0.00000366516881730437%
1327,ArabPunkz #2330,https://exchange.art/single/FP2ktJuL8U2cuXMfLErJFcd5giuE2Yw5KqTM2WAMy43Q,0.00000366676923968242%
1328,ArabPunkz #4200,https://exchange.art/single/3ro3YBWCVJGbkFjGTzWUx4Lxnz6a6PCoQWRYtQQreSoh,0.00000367983152196119%
1329,ArabPunkz #2779,https://exchange.art/single/6WRtrAJ1UcZZugPTBbz8txrKd7gyTTZHQoc5c6EgGSKd,0.00000368318216318960%
1330,ArabPunkz #1384,https://exchange.art/single/6nEuDKobewj82zGdEn79XagBQTh6JyT5EbTv21mgcHG9,0.00000368396345773142%
1331,ArabPunkz #3598,https://exchange.art/single/H7MzFepFjDncM7ro9g8VZeR5fbCM1TTfxzrGj5Up97VF,0.00000368581122614383%
1332,ArabPunkz #891,https://exchange.art/single/9afdqVmBdoNaHiCB7Br9wLCfVy5Xgc8duCae7SiztEjc,0.00000369242183004378%
1333,ArabPunkz #742,https://exchange.art/single/54WVnbtkusrvr4UjaPgE3pbBUzmUYX3W2zJUnRXWoA6d,0.00000369768065674706%
1334,ArabPunkz #1682,https://exchange.art/single/ABDZop8psYyL53n9dtmKWy5rWnPgDehNc1fVa8gq49Ty,0.00000370443014264586%
1335,ArabPunkz #3019,https://exchange.art/single/DCpviLJUDpT3QaoAegd1Ud1FTHTyjoXHundA5wFjwFKU,0.00000371345199671316%
1336,ArabPunkz #3548,https://exchange.art/single/EAWQXeesq6gEzgzq6ptbE2SWDFYn6RkEY1Jpq6KPxUa7,0.00000371368940037496%
1337,ArabPunkz #3340,https://exchange.art/single/BDreFs2S5sFGvAKWwxPL5bsJHxHyQM1GCx6c1qVXKgbC,0.00000371429258497376%
1338,ArabPunkz #1304,https://exchange.art/single/2RE2yvphoRhVouoWWehZh9mnAHV75L2Q7yTGiyHUAzbp,0.00000372164113354556%
1339,ArabPunkz #1675,https://exchange.art/single/CdZq5ks8dE21GEmhkikX8PjBCqeFJK6pWV9CiYWzyPmD,0.00000372246897614155%
1340,ArabPunkz #3499,https://exchange.art/single/HuWm2BG8U3Tdo8k132K1Td2TSBcNWCidyNwqxqJGxxSS,0.00000372282251374652%
1341,ArabPunkz #3197,https://exchange.art/single/DHU6iVtZFq5yg6jiGsqkDj9gjCRMmYgFtkBt5UjQANbH,0.00000372540441556690%
1342,ArabPunkz #309,https://exchange.art/single/H2AszrFrfaLN5XMcq5LNkpBynYs3HYknb8ss4E2UqjLe,0.00000373432633719444%
1343,ArabPunkz #3597,https://exchange.art/single/6nKhbZZp5eqZwewNLREw9QWJSRBbPsuNmbtxuz5rYL9P,0.00000373960541346782%
1344,ArabPunkz #3943,https://exchange.art/single/Gw8QhA28iBBCApH1KAFmmVw11sGG4Uhunvi76hyVxxuN,0.00000374377386942857%
1345,ArabPunkz #1108,https://exchange.art/single/8hut9a4oFLyCpyysTzFUntiVhPYrr2jHAsYpVRT5QCmW,0.00000374964426139091%
1346,ArabPunkz #3938,https://exchange.art/single/2gr8cHuZBcuwTmx5HPiWW7BHZGqSZPN9z8Bxgrp1NGsv,0.00000375226134694473%
1347,ArabPunkz #175,https://exchange.art/single/Dtk9pB9bTcsn7eMUWuWKJM6zbbvLkqYhTAj4z89nSE5W,0.00000375860546813315%
1348,ArabPunkz #187,https://exchange.art/single/9z4cKFrx6nZfYaj2RVh6mjZdWoLi8jgZkHifYmvWoHbc,0.00000376576970852196%
1349,ArabPunkz #416,https://exchange.art/single/6iPutZ3XTCZgLToinmFRb5LiU2oNbGy7w18j5QZnZnLL,0.00000376713118479582%
1350,ArabPunkz #1644,https://exchange.art/single/Cy8ppFpQAinm53YTCQW1zaoTgz3JMqnogzcor3gZNBb5,0.00000377024936032748%
1351,ArabPunkz #2927,https://exchange.art/single/HkN9itJXy8Gbv2HFkVXuA25ax8YapLKK4FyAvDNozYnQ,0.00000377034891234013%
1352,ArabPunkz #3788,https://exchange.art/single/5TtRGWdFBRbYbdpmAqBx9rAQqZrvCck1qANv4oQiTvpL,0.00000377453549388371%
1353,ArabPunkz #2946,https://exchange.art/single/FQPbwrscFJRoNtmQ8VYdxHXxHN5fd44fYTJJWgq7zaue,0.00000377477859905617%
1354,ArabPunkz #4425,https://exchange.art/single/3dAwbSvZPRv9kyNZx5wy13yXHf88E6Lsujs38qHAM3UM,0.00000377815006024133%
1355,ArabPunkz #1279,https://exchange.art/single/3ovSC4Kq8ZQ1rEXk7dh8o5uGFn3hmjEPqtkWK777TBHy,0.00000377950599854052%
1356,ArabPunkz #1216,https://exchange.art/single/2jNQhYmP6hzr3bTtZUJdwUQpL1uTSJ1MBywMVJNVRFsS,0.00000378010709916686%
1357,ArabPunkz #3691,https://exchange.art/single/9C4w9MvVyFDiN7V556xZBu27dnRHvGL825fKkwspa9Yq,0.00000378287043475529%
1358,ArabPunkz #3672,https://exchange.art/single/J1MkWFf9GFcfppbsE3N7RqqSXxZLycBhzFJAiWNm9QjW,0.00000378504300389006%
1359,ArabPunkz #2640,https://exchange.art/single/BrdZ4Bg2P6FUcqXRPbc8DTiZXEbr22G1E3qYJT2AekqK,0.00000378667473258045%
1360,ArabPunkz #3589,https://exchange.art/single/E4zegcJHDfPhKsycwgxHZMu3Q3DBAxbsiVrcyeRBuPja,0.00000378695378223998%
1361,ArabPunkz #205,https://exchange.art/single/D3Cy2drR8LJG1neph53VHUm9bEWtwLbud7DTmmPTwExd,0.00000379485277608987%
1362,ArabPunkz #2285,https://exchange.art/single/2xg9XJx7peoEdZj2WAAxzDxPNqAkQZ6WyUSFhyrDnCfd,0.00000380357436899635%
1363,ArabPunkz #3768,https://exchange.art/single/BvrN9XBntLuo2tEti44w7PXwYMw3quvErUrq9azKnKFH,0.00000380589598769822%
1364,ArabPunkz #2439,https://exchange.art/single/BUxU4vzuGjDTe5vUaYdgDZouLcVbUFpW97eWgE5EYsJA,0.00000381056554789336%
1365,ArabPunkz #4840,https://exchange.art/single/3CqBwcJ2Db1PFfnbUPoLqnzAWnkWUSLz8NsihJPHePzh,0.00000381181343507744%
1366,ArabPunkz #2268,https://exchange.art/single/G38DPJwDBbvuRz1YHJkN6MQpnLNFz5Jrapnc3p36tCZw,0.00000382269702434296%
1367,ArabPunkz #2672,https://exchange.art/single/3YaRMCfW1dWW1xAVmuCdTbdbRhxXLNAXgB9biDW5VmTy,0.00000382941836450545%
1368,ArabPunkz #198,https://exchange.art/single/Tb9XQuTshfq3czTGhwYd3zif3bLdMZK7zPF8We7PrHV,0.00000383090499265601%
1369,ArabPunkz #3550,https://exchange.art/single/8G4i1odciDnbWnqP1R6epAPsxu66RH2rFNeNxqUz4UEc,0.00000384383484861309%
1370,ArabPunkz #751,https://exchange.art/single/GY2Drvc4gyiiYqYLUg1uJ5YpMvuT76F3hk4vCwxMigqM,0.00000385296761943400%
1371,ArabPunkz #3693,https://exchange.art/single/G3xZ3ZeZPjpqrS1By6rGNqTkWEFz3JuYHhVcccrrnmQs,0.00000385938925064775%
1372,ArabPunkz #1753,https://exchange.art/single/46oXhGKDc4YFThUiLqvNb78FEbSxxL8TMA5HzPtWNqTG,0.00000386276732582880%
1373,ArabPunkz #1555,https://exchange.art/single/Hzfxh7TX86fuL3bAetAR1waMRDtKuqJVd4v8MtSwHbMn,0.00000386416687455638%
1374,ArabPunkz #4641,https://exchange.art/single/8EtWGmvBAnqKLSPEa9yWHvZe75QPAoBheSc2Vi6r9grv,0.00000387528399188608%
1375,ArabPunkz #4649,https://exchange.art/single/Gb9TAPFcta4GgVBi4KmNt9htvNrTHaJXjjrZEsodKXJk,0.00000388026782572686%
1376,ArabPunkz #3350,https://exchange.art/single/GW4c4ZMvx6CLVPsQEAtJdMUjpy3sJAopyFGJV9K9jKCN,0.00000388302415958130%
1377,ArabPunkz #2503,https://exchange.art/single/HzstQgm98wV7Y9Q8tiDrVi89tEXjJwbNeLJ7PPYPmcD7,0.00000388378180710333%
1378,ArabPunkz #2174,https://exchange.art/single/CcCsDtXtP62tSMzw9AiNz2CwcRMUBMN2TTAybhZQAQkW,0.00000389643894295895%
1379,ArabPunkz #1403,https://exchange.art/single/3JgxtF9vRGvpHYd89NW4PrVEmikDA3x6QLiqUCMsuwUa,0.00000389968707786370%
1380,ArabPunkz #467,https://exchange.art/single/HyP6smdUG2vcWfW269ethTcZfbcj9fUbZLLdMwxDA9hM,0.00000390141459938682%
1381,ArabPunkz #429,https://exchange.art/single/CBecTgfhMFx4kpRvBSgkAXxECusu2ASmu2yR3hKZQarh,0.00000390901140448333%
1382,ArabPunkz #4581,https://exchange.art/single/95zM6oA8YSvgAGgAnWQ4y1RMU913LUzVn6rnQcReSB7x,0.00000391772199753775%
1383,ArabPunkz #3388,https://exchange.art/single/31rKKA14oweehCmYZE3GibzaXjjWHW4zB7dsjA4z1K3T,0.00000392214192854964%
1384,ArabPunkz #4045,https://exchange.art/single/3aqPoH176gwsXZbfaSLjPzk31x4GjnxiVSpRPit7VGZD,0.00000392764235001059%
1385,ArabPunkz #4254,https://exchange.art/single/3Z7LAw4NzJimRPoBGGiLFM6ChgpaRoDcXGk9U1D71hd1,0.00000392797863742485%
1386,ArabPunkz #1128,https://exchange.art/single/6TzmYj9f4EFPao2LUbgcdioBXXxG5NuDPpzFmmo9BhQQ,0.00000393188676212885%
1387,ArabPunkz #2508,https://exchange.art/single/HsjbkwP3ZLgyS3TR5MQwxgPzfdWEhhc2Y4SeeEF433oW,0.00000393986550614361%
1388,ArabPunkz #1676,https://exchange.art/single/H8i9K4TaGBkWiMiX3d9kTyWSWxHNp6Gb7REv3F6VEpfj,0.00000394214231893002%
1389,ArabPunkz #1222,https://exchange.art/single/KRwbvq1SQR5roLUXBtzGKyGeJ1GRFvV5hTexZTAd5Gn,0.00000394547700654349%
1390,ArabPunkz #1180,https://exchange.art/single/5NNKHM6mKqJWJuV9nzUeEZFLwd3vJiPiMz2wvnGfURQK,0.00000394678072814500%
1391,ArabPunkz #686,https://exchange.art/single/hnV1WQAXkem4vxVr4zk4GsnFk58ZRoSMZCnytLCmat9,0.00000395561376993460%
1392,ArabPunkz #4808,https://exchange.art/single/7NC7VaSJkWeLoXREpyWuRaENRiAsC1XYsxwYN8VmZ2aS,0.00000395621744297497%
1393,ArabPunkz #458,https://exchange.art/single/HJFyKehRxngq2KSDsB92GAHWmqwKRwJN2f6ZdQFfKRQv,0.00000395640980879694%
1394,ArabPunkz #357,https://exchange.art/single/8cqdXZLddBD4MutJmpwZjnPHe1eQF5VHnZVVSDZRDLmD,0.00000395679373809248%
1395,ArabPunkz #1919,https://exchange.art/single/6xvZ5TpQQwdoiMjSPQ5q3FEXz5aFrqXpgrrcT2oYV8wD,0.00000396765454800362%
1396,ArabPunkz #229,https://exchange.art/single/Hs7Dy1xYL8daNKeyoBdogLs5qkjAn2sS1YUYPWj7Xbb5,0.00000396921827003500%
1397,ArabPunkz #3032,https://exchange.art/single/9qfAiDtyWBcWjijcSmFm1c8LDbbd1sfLsRNLLqzTZpaH,0.00000397145604029691%
1398,ArabPunkz #359,https://exchange.art/single/F8UywLvTcUYvTMMxzieeYUop8xiCifTwbGHSGeA6WuAL,0.00000397294652709977%
1399,ArabPunkz #4194,https://exchange.art/single/DpLKbgDnLhWTNkYwGDntBh6qQpzBxEYxRMPC7YaLSrXg,0.00000397353104048421%
1400,ArabPunkz #4967,https://exchange.art/single/BsuD6FUtQf3qpVMQGhUAuu7rmw1k5vcyDf4t3VdbdM5A,0.00000397376884296916%
1401,ArabPunkz #3035,https://exchange.art/single/Eug2yHqvpRRPHnPjsqrtzFTpfJMuf9z6KnGBiU55go1C,0.00000397674969291554%
1402,ArabPunkz #1349,https://exchange.art/single/AzEA3H1BjkVtrtNbhtQ9xwPRFDYBRThQ4DLhg8pRGGr3,0.00000397787294793872%
